Q1	Massage oil Where I can buy good oil for massage?
Q1913_C1	RE: Looking for Quran Teacher in New Salata / Ramada area The Grand Masjid near your location Masjid, Abdul Rahman Zaman has a markaz e tahfeez called Markaz Al Imam Ad Do'ree, the operate after Al Asr to Majrib.  Lots of teachers and lots of kids, your kid will love the environment and will also get to know more of the community...You may please go there and check your self and perhaps they have transport as well. All is free..  The teachers are on job Muadins of locality Msajids and come from different language back ground...etc.  Hope this helps !!!
Q1913_C2	RE: Looking for Quran Teacher in New Salata / Ramada area <!--break-->Greatly appreciate this, thank you, this is excellent news.  I will check it out today inshallah. I guess this is only for boys, I am looking a teacher who can preferably come home to teach  both my son and daughter.
Q1914	New Visit Visa Extension My sponsor, who is my brother, recently applied for a visit visa extension for me. It was approved and I was extended for another 4 months. But the thing is the visa extension is just a printed form and not a sticker that should have been posted in my passport.  Anyone who can comment on this? Is this really the new system? Or have we missed something?
Q1914_C1	visa sticker The printed form is equally good. Don't worry.
Q1914_C2	no problem,,,, if u wanna be no problem,,,, if u wanna be more sure take it to any visa officer, he will satisfy u
Q1914_C3	Your are good. You shd be ok. Same thing happened to  me as well. Just check it online with the visa number.
Q1914_C4	there should be small white there should be small white sticker attached in your passport that has the date of entry to Doha and the expiry date (or your visa extention date).  so that incase police checks the validity of your stay in Doha, it will be easier. better visit immigration office in madinat khalifa to validate the authenticity for your own safety.
Q1914_C5	they dnt stick the sticker they dnt stick the sticker anymore, they will only give u printed form mentioning the expiry date,
Q1914_C6	Yes, stickers are out of Yes, stickers are out of order. Make sure to keep safely the printed paper :)
Q1914_C7	Guys, Can we extended family Guys, Can we extended family Visit visa beyond 6 months?? Please advice, Permanent visa is under process.
Q1914_C8	visit visa can extend 1 more visit visa can extend 1 more month after the 6th month. but you need to show a plane ticket that on the expiry you will leave qatar.
Q1915	visa new brone hi al ql i am in family visit visa under my husbun sponsor ship.i have new brone baby in 2 weeks she brone in qatar.afther i get baby passport what hapen she can get rp  under father name or need exit doha
Q1915_C1	RE: visa new brone thanx all.....
Q1916	Where can i get a small dog or pupppy I'm looking for a pet for my family, but i would like small dog or a puppy small race. Might anybody have one or know who has one available, please reply or send sms to mobile 3214571, i'll call back.
Q1916_C1	RE: Where can i get a small dog or pupppy try QAWS
Q1916_C2	RE: Where can i get a small dog or pupppy Refer to this post. http://www.qatarliving.com/node/526356
Q1916_C3	RE: Where can i get a small dog or pupppy u have to go to QAWS aside from adopting u may also aid some of the orphaned cats and dogs.visit there site u will see some pictures of the cats and dogs
Q1916_C4	RE: Where can i get a small dog or pupppy jcad...please check out the little fellas & fellis @ QAWS before looking elsewhere...they really need a home & people to care for them so if you've decided to get a pet,do look them up first & see if there's anyone you like...thanks...
Q1916_C5	RE: Where can i get a small dog or pupppy Also contact the Veterinary Surgery they also have pups & dogs for rehoming...   Number: 436 7187
Q1917	Places to visit in Doha... for two weeks. Guys,  My bro will be visiting Qatar next week. Can you guys suggest some places for visiting in 2 weeks. I want him to enjoy a lot.  Thanx guys !!
Q1917_C1	Sealine and dune bashing is a Sealine and dune bashing is a good place to start. Katara is nice in the evenings and MIA for some culture. Then the Irish Bar for a drunken evening and now I'm struggling.
Q1917_C2	Yeah, it's hard to fill up Yeah, it's hard to fill up two weeks! Mandi
Q1917_C3	Enjoy..............! Hi... LK ?  FIRST DAY... u can visit cornich to c many building... u can have food from city centre... 11 am can c trafiic starting .. c nice cars.. go to museums.. wakra park...evening just relax in see side.. night if u need just put eye on the sky..  NEXT DAY ... your journey is complete.. nothing to enjoy ..  pack your thing and get L... ! Dont you  found any single country in the whole world map  to visit for enjoyment... bl st...!
Q1917_C4	/-a-t-/ Mohamed:  He works in @ Mohamed:  He works in Dubai but now he wanna see Qatar.. thats y ..... Anyways thanx for the comment.
Q1917_C5	All The Nicest Places We have a list of the must-see places in Qatar. http://www.arabianadventuresqatar.com. We can help you see the beauty of Qatar :) Give us a call 4436-1461
Q1918	Mobile Phone Swapping Morning people. Is there any mobile shop here in Qatar who accepts mobile swapping or upgrading? Thanks
Q1918_C1	filesonic.. thanks a lot :)
Q1919	Height of friendship... Has your daughter/son put you as a friend in her/his Facebook list of friends.. Not out of force for you to keep an eye, but out of her/his own will....
Q1919_C1	i am not married, but i have i am not married, but i have seen my cousins mom and dad forced out of facebook by their own children, which is really sad....
Q1919_C2	I'm a friend of both of my I'm a friend of both of my children on facebook, but usually I noticed children are unhappy to have their parents on facebook...
Q1919_C3	My nieces,nephews and kids are on FB
Q1919_C4	Why would a parent want to be Why would a parent want to be a friend of a child on FB unless they are being nosy ?
Q1919_C5	I am not in that situation I am not in that situation actually coz my baby is still small to do all these..But i am sure she too will do the same once she will grow up..hehehe.. Neither my father nor my mom are the member of any social networking site..Though my siblings are there in my list but i have put them under the category of FAMILY(as bro or sis)..
Q1919_C6	... Well, it's quite simple.. If you are hiding something from your parents, you won't be so happy to have them as friends in your fb.. If you are secret free, it's not really a problem..
Q1919_C7	soniya you are brown, stay soniya you are brown, stay away from FB, it is a white guy's invention....
Q1919_C8	Being a friend on facebook Being a friend on facebook doesn't mean at all that youre a friend of him as in real life...actually It signifies that you have some connection with the person that's it.
Q1919_C9	Employ Good job! hjasdhwqyi, Employ of the year!!!
Q1919_C10	Everyday, spammer with new ID Everyday, spammer with new ID keeps flooding QL. This is so annoying.
Q1919_C11	WK, i know u r no more on WK, i know u r no more on QL..so i won't comment on ur post..
Q1919_C12	Parents can get in any way Parents can get in any way ...with some other Id and you think its some stranger...or some friend's friend!   Is that too hard?
Q1919_C13	Sugar Qatar.. I am sure that the children would be less open if they knew that their parents were linked to them on Facebook..
Q1919_C14	Quite hard, Jack mohan.. :-) Quite hard, Jack mohan.. :-)
Q1919_C15	jack, I think a parent that jack, I think a parent that does that needs medical attention. And brit, its all about how you raise your children.
Q1919_C16	asif khan.. wats the use of making fake  profile....???
Q1920	Cars Scrap Yard Is there any scrap yard of cars in Doha, from where one can get spare parts of cars.
Q1920_C1	RE: Cars Scrap Yard lots of scrab garages located in the industrial area  try street no: 18 if am not mistaken there is one Afghani man he import broken cars from japan and else where.
Q1920_C2	RE: Cars Scrap Yard try in industrial area street no.24 in front of international garage...............good luck!
Q1920_C3	RE: Cars Scrap Yard Thanks a lot guys, I got the answer
Q1921	is it true dat unmarried couples need 2bvery cautious while roaming around places in qatar..? Hey guys n gals out der im new 2dis place..and i heard dat one should b very careful while takin ur luv out 4a ride or even wen ur alone out..dey say its serious checking going around here is it...??
Q1921_C1	RE: is it true dat unmarried couples need 2bvery cautious... me and my girlfriend are often dating here in doha..almost evryday..for almost 2 yrs.i think it's safe here,nothing to worry about.
Q1921_C2	RE: is it true dat unmarried couples need 2bvery cautious... Qatar is an Islam Country.  To let you understand, try to have a date in Saudi Arabia with your girlfriend and if you would be lucky enough - you would see what I mean.  Dating with your girlfriend here in the Middle East is unacceptable to Islam Tradition!!
Q1921_C3	RE: is it true dat unmarried couples need 2bvery cautious... Rule number 1: Do not hold hands. Rule number 2: Do not kiss. Rule number 3: Do not hug for more than 3 seconds. Rule number 4: Do not attempt fornication of any kind whatsoever(especially in public). Rule number 5: If any of the above rules are flouted, make sure you lock room, draw curtains and increase volume of the music to a substantial level.
Q1921_C4	RE: is it true dat unmarried couples need 2bvery cautious... Qatar is a very safe country, there is no problem here for dating but you have to keep in mind that this is an Islamic country and have to respect the laws of Qatar.  Try not to get carried away in public ...
Q1921_C5	RE: is it true dat unmarried couples need 2bvery cautious... yes it is true mostly now a days b care ful
Q1921_C6	RE: is it true dat unmarried couples need 2bvery cautious... Its true. Be careful. Try not to jump on your date.
Q1921_C7	RE: is it true dat unmarried couples need 2bvery cautious... As long as you both dont go overboard with PDA no worries............
Q1921_C8	RE: is it true dat unmarried couples need 2bvery cautious... Hi.This country has its own culture that we both expatriates and locals to be aware of, hence should be followed. You can't blame anybody once you got into these kinds of troubles. So better you always bear in mind that you are working and living in a country where traditional values are strictly being adapted and observed by the authorities.  Good luck
Q1921_C9	RE: is it true dat unmarried couples need 2bvery cautious... you need to be careful even if you take your dad out for a drive, rules of traffic, otherwise you could endanger safety of the road.
Q1922	HBK Contracting Hi All,  I have been offered a job by HBK Contrating as Civil Engineer.  I am from India, presently working in UAE.  I would be greatful if any of you advice me about the company? Work culture ? Cost of living, Schooling for my child. Family Visa.   All suggetion are welcome  Thanks in advance.
